Date,Week,Product Name,Category,Store Location,Outward Qty,Inward Qty,Current Stock,Promotion,Holiday,Weather,TrendScore,MediaSurge,Month,Year,Hashtags,DemandMultiplier,FestivalPhase,TrendPhase,EventPhase,CityMultiplier
2024-02-26,9,Pain Relief Balm,Health,Delhi,134,131,141,1,0,Normal,24,0,2,2024,#painrelief #balm #musclerelief #natural #instantrelief #soothing,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Ayurvedic Chyawanprash,Health,Delhi,158,168,176,1,0,Normal,35,0,2,2024,#chyawanprash #ayurveda #immunity #healthtonic #tradition #herbal,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Korean Ramen Pack,Snacks,Delhi,184,194,207,1,0,Normal,65,0,2,2024,#koreanramen #noodles #spicy #quickmeal #asianfood #comfortfood,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Matcha Green Tea,Beverages,Delhi,380,530,610,0,0,Normal,53,0,2,2024,#matcha #greentea #superfood #antioxidants #energy #detox,2.8,Normal,Trend growing,Normal,1.0
2024-02-26,9,Dalgona Coffee Kit,Beverages,Delhi,143,146,165,0,0,Normal,15,0,2,2024,#dalgona #coffee #trending #diy #beverage #frothy,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Protein Pancake Mix,Snacks,Delhi,457,551,596,1,0,Normal,35,0,2,2024,#protein #pancake #fitness #breakfast #healthyeating #energyfood,2.0,Normal,Trend declining,Normal,1.0
2024-02-26,9,Hair Biotin Gummies,Personal Care,Delhi,96,110,99,0,0,Normal,10,0,2,2024,#biotin #haircare #gummies #growth #supplement #hairgrowth,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,TikTok Viral Gadget,Electronics,Delhi,192,192,214,1,0,Normal,56,1,2,2024,#tiktok #viral #gadget #trending #tech #musthave,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Glow Serum (K-Beauty),Personal Care,Delhi,75,68,93,0,0,Normal,74,0,2,2024,#kbeauty #glowserum #skincare #radiant #beautyroutine #glassskin,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Portable Blender Bottle,Kitchen,Delhi,139,166,188,0,0,Normal,17,0,2,2024,#blenderbottle #portable #fitness #smoothies #kitchen #shakes,2.0,Normal,Trend declining,Normal,1.0
2024-02-26,9,Mini Air Fryer,Kitchen,Delhi,72,73,74,0,0,Normal,39,0,2,2024,#airfryer #cooking #healthy #snacks #kitchenappliance #oilfree,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Anime Stationery Set,Accessories,Delhi,88,88,92,0,0,Normal,33,0,2,2024,#anime #stationery #otaku #cute #writing #kawaii,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Mithai Gift Box (Diwali),Festive,Mumbai,91,66,96,0,0,Normal,26,0,2,2024,#mithai #diwali #sweets #gifting #festivalvibes #celebration #tradition,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Rakhi Gift Hamper,Festive,Mumbai,86,77,95,0,0,Normal,47,0,2,2024,#rakhi #giftbox #festival #siblings #love #tradition #celebration,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Holi Color Pack,Festive,Mumbai,408,575,648,1,0,Normal,34,0,2,2024,#holi #colors #festivalofcolors #fun #celebration #spring #india,3.5,Pre-festival peak,Normal,Normal,1.0
2024-02-26,9,Eid Sweet Box,Festive,Mumbai,113,115,121,1,0,Normal,50,0,2,2024,#eid #sweets #celebration #iftar #festival #ramadan #gift,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Christmas Cake,Festive,Mumbai,95,100,101,0,0,Normal,33,0,2,2024,#christmas #cake #holidayseason #baking #gifts #winter #joy,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Navratri Fasting Food Pack,Festive,Mumbai,74,77,84,0,0,Normal,16,0,2,2024,#navratri #fasting #indianfestivals #spiritual #food #cleanse #devotion,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Firecrackers Pack,Festive,Mumbai,121,119,138,1,0,Normal,24,0,2,2024,#firecrackers #diwali #celebration #lights #sound #festival #tradition,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,New Year Party Kit,Events,Mumbai,81,87,94,1,0,Normal,40,0,2,2024,#newyear #party #celebration #2025 #cheers #countdown #midnight,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Valentine's Day Chocolates,Festive,Mumbai,107,107,117,1,0,Normal,11,0,2,2024,#valentine #chocolates #gift #love #romance #hearts #sweet,0.8,Post-festival low,Normal,Normal,1.0
2024-02-26,9,Ganesh Chaturthi Modak Box,Festive,Mumbai,91,97,91,0,0,Normal,49,0,2,2024,#ganeshchaturthi #modak #sweets #devotion #celebration #traditional,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,IPL Team Jersey,Sports,Mumbai,98,107,103,0,0,Normal,45,0,2,2024,#ipl #jersey #cricket #teamspirit #matchday #sportswear #fans,1.4,Normal,Normal,Normal,1.4
2024-02-26,9,World Cup Cricket Kit,Sports,Mumbai,104,96,105,0,0,Normal,30,0,2,2024,#worldcup #cricket #kit #sportsgear #tournament #fans #teamindia,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,National Flag Pack,Events,Mumbai,55,54,62,0,0,Normal,49,0,2,2024,#flag #independenceday #republicday #patriotism #india #nationalpride,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Match Day Snack Box,Events,Mumbai,96,92,104,0,0,Normal,24,0,2,2024,#snacks #matchday #cricket #watchparty #yum #quickbites #sports,1.3,Normal,Normal,Normal,1.3
2024-02-26,9,Bluetooth Speaker,Electronics,Mumbai,136,120,146,0,0,Normal,61,0,2,2024,#speaker #bluetooth #music #party #portable #sound #bass,1.2,Normal,Normal,Normal,1.2
2024-02-26,9,Gaming Headset,Electronics,Mumbai,168,152,187,1,0,Normal,24,0,2,2024,#gaming #headset #esports #soundquality #gamerlife #mic #pcgaming,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Live Streaming Dongle,Electronics,Mumbai,115,114,116,0,0,Normal,50,0,2,2024,#streaming #dongle #chromecast #tv #entertainment #wifi #online,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Instant Popcorn Tub,Snacks,Mumbai,160,147,174,0,0,Normal,39,0,2,2024,#popcorn #instantfood #movie #snacktime #microwave #easyfood,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Limited Edition Movie Merchandise,Entertainment,Mumbai,159,190,202,0,0,Normal,29,1,2,2024,#movie #merch #collectible #fan #limitededition #exclusive #fandom,2.0,Normal,Trend declining,Normal,1.0
2024-02-26,9,Celebrity-endorsed Fragrance,Personal Care,Mumbai,128,112,144,0,0,Normal,36,1,2,2024,#fragrance #celebrity #perfume #style #luxury #scent #signature,1.4,Normal,Normal,Normal,1.4
2024-02-26,9,Sweater (Winterwear),Apparel,Mumbai,169,166,187,1,0,Normal,17,0,2,2024,#sweater #winterwear #warm #cozy #style #fashion #coldweather,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Raincoat / Windcheater,Apparel,Mumbai,219,260,287,0,0,Normal,18,0,2,2024,#raincoat #windcheater #monsoon #staydry #rainyseason #weatherproof,1.76,Normal,Normal,Normal,1.6
2024-02-26,9,Sunscreen SPF 50,Personal Care,Mumbai,144,149,151,1,0,Normal,12,0,2,2024,#sunscreen #spf50 #summer #uvprotection #skincare #sunblock,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Sunglasses (UV Protect),Accessories,Mumbai,97,88,111,0,0,Normal,12,0,2,2024,#sunglasses #uvprotection #fashion #summerstyle #accessories #cool,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Cooling Gel Sheet,Health,Mumbai,105,105,116,0,0,Normal,29,0,2,2024,#coolinggel #fever #relief #hotweather #comfort #instantrelief,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Herbal Tea for Cold,Health,Mumbai,126,119,136,0,0,Normal,41,0,2,2024,#herbaltea #cold #remedy #wellness #healing #naturalcure,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Watermelon (Summer Fruit),Fruits,Mumbai,230,228,261,0,0,Normal,17,0,2,2024,#watermelon #summerfruit #refreshing #hydration #healthy #cooling,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Mosquito Repellent Spray,Household,Mumbai,120,148,161,0,0,Normal,16,0,2,2024,#mosquito #repellent #spray #protection #health #insectcontrol,1.65,Normal,Normal,Normal,1.5
2024-02-26,9,Humidifier,Household,Mumbai,80,82,86,0,0,Normal,25,0,2,2024,#humidifier #airquality #home #wintercare #moisture #dryskin,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Air Purifier,Electronics,Mumbai,198,218,204,1,0,Normal,44,0,2,2024,#airpurifier #pollution #cleanair #health #home #freshair,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Hand Sanitizer,Hygiene,Mumbai,245,288,321,0,0,Normal,18,0,2,2024,#sanitizer #hygiene #covid #cleanhands #germfree #protection,1.8,Normal,Trend emerging,Normal,1.0
2024-02-26,9,N95 Mask Pack,Hygiene,Mumbai,341,416,447,1,0,Normal,34,0,2,2024,#n95 #mask #protection #healthsafety #pandemic #facemask,1.8,Normal,Trend emerging,Normal,1.0
2024-02-26,9,Immunity Booster Juice,Health,Mumbai,149,140,165,1,0,Normal,39,0,2,2024,#immunity #juice #health #vitamins #wellness #boost,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Vitamin C Tablets,Health,Mumbai,100,86,109,0,0,Normal,33,0,2,2024,#vitaminc #supplement #health #boost #immunity #antioxidant,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Herbal Kadha Kit,Health,Mumbai,104,104,115,0,0,Normal,44,0,2,2024,#kadha #ayurveda #immunity #wellbeing #naturalremedy #tradition,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Digital Thermometer,Health,Mumbai,123,124,129,0,0,Normal,36,0,2,2024,#thermometer #digital #healthmonitor #checkup #essential #tempcheck,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Oximeter,Health,Mumbai,272,323,345,1,0,Normal,47,0,2,2024,#oximeter #oxygenlevel #monitor #covidcare #device #breathmonitor,1.8,Normal,Trend emerging,Normal,1.0
2024-02-26,9,Steam Vaporizer,Health,Mumbai,107,114,114,0,0,Normal,19,0,2,2024,#vaporizer #steam #coldrelief #nasalcare #wellness #respiratory,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Pain Relief Balm,Health,Mumbai,160,169,172,1,0,Normal,36,0,2,2024,#painrelief #balm #musclerelief #natural #instantrelief #soothing,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Ayurvedic Chyawanprash,Health,Mumbai,116,119,123,0,0,Normal,16,0,2,2024,#chyawanprash #ayurveda #immunity #healthtonic #tradition #herbal,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Korean Ramen Pack,Snacks,Mumbai,269,270,298,1,0,Normal,61,0,2,2024,#koreanramen #noodles #spicy #quickmeal #asianfood #comfortfood,1.3,Normal,Normal,Normal,1.3
2024-02-26,9,Matcha Green Tea,Beverages,Mumbai,543,765,869,1,0,Normal,69,0,2,2024,#matcha #greentea #superfood #antioxidants #energy #detox,2.8,Normal,Trend growing,Normal,1.0
2024-02-26,9,Dalgona Coffee Kit,Beverages,Mumbai,182,181,191,1,0,Normal,36,0,2,2024,#dalgona #coffee #trending #diy #beverage #frothy,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Protein Pancake Mix,Snacks,Mumbai,405,477,518,1,0,Normal,27,0,2,2024,#protein #pancake #fitness #breakfast #healthyeating #energyfood,2.0,Normal,Trend declining,Normal,1.0
2024-02-26,9,Hair Biotin Gummies,Personal Care,Mumbai,90,78,100,0,0,Normal,12,0,2,2024,#biotin #haircare #gummies #growth #supplement #hairgrowth,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,TikTok Viral Gadget,Electronics,Mumbai,149,156,167,1,0,Normal,84,1,2,2024,#tiktok #viral #gadget #trending #tech #musthave,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Glow Serum (K-Beauty),Personal Care,Mumbai,122,114,132,1,0,Normal,63,0,2,2024,#kbeauty #glowserum #skincare #radiant #beautyroutine #glassskin,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Portable Blender Bottle,Kitchen,Mumbai,144,183,184,0,0,Normal,23,0,2,2024,#blenderbottle #portable #fitness #smoothies #kitchen #shakes,2.0,Normal,Trend declining,Normal,1.0
2024-02-26,9,Mini Air Fryer,Kitchen,Mumbai,70,66,81,0,0,Normal,38,0,2,2024,#airfryer #cooking #healthy #snacks #kitchenappliance #oilfree,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Anime Stationery Set,Accessories,Mumbai,79,89,93,0,0,Normal,38,0,2,2024,#anime #stationery #otaku #cute #writing #kawaii,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Mithai Gift Box (Diwali),Festive,Bangalore,85,91,89,0,0,Normal,25,0,2,2024,#mithai #diwali #sweets #gifting #festivalvibes #celebration #tradition,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Rakhi Gift Hamper,Festive,Bangalore,91,86,102,0,0,Normal,33,0,2,2024,#rakhi #giftbox #festival #siblings #love #tradition #celebration,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Holi Color Pack,Festive,Bangalore,411,571,653,1,0,Normal,16,0,2,2024,#holi #colors #festivalofcolors #fun #celebration #spring #india,3.5,Pre-festival peak,Normal,Normal,1.0
2024-02-26,9,Eid Sweet Box,Festive,Bangalore,106,88,122,1,0,Normal,33,0,2,2024,#eid #sweets #celebration #iftar #festival #ramadan #gift,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Christmas Cake,Festive,Bangalore,93,90,104,0,0,Normal,44,0,2,2024,#christmas #cake #holidayseason #baking #gifts #winter #joy,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Navratri Fasting Food Pack,Festive,Bangalore,82,91,90,0,0,Normal,32,0,2,2024,#navratri #fasting #indianfestivals #spiritual #food #cleanse #devotion,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Firecrackers Pack,Festive,Bangalore,82,70,87,0,0,Normal,13,0,2,2024,#firecrackers #diwali #celebration #lights #sound #festival #tradition,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,New Year Party Kit,Events,Bangalore,73,67,80,0,0,Normal,35,0,2,2024,#newyear #party #celebration #2025 #cheers #countdown #midnight,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Valentine's Day Chocolates,Festive,Bangalore,59,67,68,0,0,Normal,27,0,2,2024,#valentine #chocolates #gift #love #romance #hearts #sweet,0.8,Post-festival low,Normal,Normal,1.0
2024-02-26,9,Ganesh Chaturthi Modak Box,Festive,Bangalore,113,123,125,1,0,Normal,22,0,2,2024,#ganeshchaturthi #modak #sweets #devotion #celebration #traditional,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,IPL Team Jersey,Sports,Bangalore,95,103,107,0,0,Normal,17,0,2,2024,#ipl #jersey #cricket #teamspirit #matchday #sportswear #fans,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,World Cup Cricket Kit,Sports,Bangalore,107,111,117,0,0,Normal,39,0,2,2024,#worldcup #cricket #kit #sportsgear #tournament #fans #teamindia,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,National Flag Pack,Events,Bangalore,95,101,103,1,0,Normal,15,0,2,2024,#flag #independenceday #republicday #patriotism #india #nationalpride,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Match Day Snack Box,Events,Bangalore,62,60,64,0,0,Normal,23,0,2,2024,#snacks #matchday #cricket #watchparty #yum #quickbites #sports,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Bluetooth Speaker,Electronics,Bangalore,137,131,147,0,0,Normal,61,0,2,2024,#speaker #bluetooth #music #party #portable #sound #bass,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Gaming Headset,Electronics,Bangalore,161,176,204,0,0,Normal,60,0,2,2024,#gaming #headset #esports #soundquality #gamerlife #mic #pcgaming,1.8,Normal,Normal,Normal,1.8
2024-02-26,9,Live Streaming Dongle,Electronics,Bangalore,130,125,131,0,0,Normal,48,0,2,2024,#streaming #dongle #chromecast #tv #entertainment #wifi #online,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Instant Popcorn Tub,Snacks,Bangalore,172,179,183,0,0,Normal,11,0,2,2024,#popcorn #instantfood #movie #snacktime #microwave #easyfood,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Limited Edition Movie Merchandise,Entertainment,Bangalore,213,270,278,1,0,Normal,13,1,2,2024,#movie #merch #collectible #fan #limitededition #exclusive #fandom,2.0,Normal,Trend declining,Normal,1.0
2024-02-26,9,Celebrity-endorsed Fragrance,Personal Care,Bangalore,145,164,160,1,0,Normal,31,1,2,2024,#fragrance #celebrity #perfume #style #luxury #scent #signature,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Sweater (Winterwear),Apparel,Bangalore,117,109,127,0,0,Normal,25,0,2,2024,#sweater #winterwear #warm #cozy #style #fashion #coldweather,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Raincoat / Windcheater,Apparel,Bangalore,133,157,149,1,0,Normal,18,0,2,2024,#raincoat #windcheater #monsoon #staydry #rainyseason #weatherproof,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Sunscreen SPF 50,Personal Care,Bangalore,96,94,108,0,0,Normal,46,0,2,2024,#sunscreen #spf50 #summer #uvprotection #skincare #sunblock,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Sunglasses (UV Protect),Accessories,Bangalore,85,74,97,0,0,Normal,23,0,2,2024,#sunglasses #uvprotection #fashion #summerstyle #accessories #cool,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Cooling Gel Sheet,Health,Bangalore,106,104,122,0,0,Normal,14,0,2,2024,#coolinggel #fever #relief #hotweather #comfort #instantrelief,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Herbal Tea for Cold,Health,Bangalore,106,111,124,0,0,Normal,45,0,2,2024,#herbaltea #cold #remedy #wellness #healing #naturalcure,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Watermelon (Summer Fruit),Fruits,Bangalore,297,303,326,1,0,Normal,23,0,2,2024,#watermelon #summerfruit #refreshing #hydration #healthy #cooling,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Mosquito Repellent Spray,Household,Bangalore,89,105,89,0,0,Normal,47,0,2,2024,#mosquito #repellent #spray #protection #health #insectcontrol,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Humidifier,Household,Bangalore,83,70,92,0,0,Normal,23,0,2,2024,#humidifier #airquality #home #wintercare #moisture #dryskin,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Air Purifier,Electronics,Bangalore,134,124,158,0,0,Normal,24,0,2,2024,#airpurifier #pollution #cleanair #health #home #freshair,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Hand Sanitizer,Hygiene,Bangalore,340,411,435,1,0,Normal,31,0,2,2024,#sanitizer #hygiene #covid #cleanhands #germfree #protection,1.8,Normal,Trend emerging,Normal,1.0
2024-02-26,9,N95 Mask Pack,Hygiene,Bangalore,373,451,488,1,0,Normal,19,0,2,2024,#n95 #mask #protection #healthsafety #pandemic #facemask,1.8,Normal,Trend emerging,Normal,1.0
2024-02-26,9,Immunity Booster Juice,Health,Bangalore,112,108,127,0,0,Normal,48,0,2,2024,#immunity #juice #health #vitamins #wellness #boost,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Vitamin C Tablets,Health,Bangalore,110,104,131,0,0,Normal,10,0,2,2024,#vitaminc #supplement #health #boost #immunity #antioxidant,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Herbal Kadha Kit,Health,Bangalore,100,93,114,0,0,Normal,27,0,2,2024,#kadha #ayurveda #immunity #wellbeing #naturalremedy #tradition,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Digital Thermometer,Health,Bangalore,111,119,126,0,0,Normal,19,0,2,2024,#thermometer #digital #healthmonitor #checkup #essential #tempcheck,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Oximeter,Health,Bangalore,179,209,223,0,0,Normal,18,0,2,2024,#oximeter #oxygenlevel #monitor #covidcare #device #breathmonitor,1.8,Normal,Trend emerging,Normal,1.0
2024-02-26,9,Steam Vaporizer,Health,Bangalore,89,91,101,0,0,Normal,44,0,2,2024,#vaporizer #steam #coldrelief #nasalcare #wellness #respiratory,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Pain Relief Balm,Health,Bangalore,148,149,166,1,0,Normal,26,0,2,2024,#painrelief #balm #musclerelief #natural #instantrelief #soothing,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Ayurvedic Chyawanprash,Health,Bangalore,88,84,96,0,0,Normal,21,0,2,2024,#chyawanprash #ayurveda #immunity #healthtonic #tradition #herbal,1.1,Normal,Normal,Normal,1.0
2024-02-26,9,Korean Ramen Pack,Snacks,Bangalore,135,119,146,0,0,Normal,37,0,2,2024,#koreanramen #noodles #spicy #quickmeal #asianfood #comfortfood,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Matcha Green Tea,Beverages,Bangalore,497,708,795,0,0,Normal,72,0,2,2024,#matcha #greentea #superfood #antioxidants #energy #detox,3.92,Normal,Trend growing,Normal,1.4
2024-02-26,9,Dalgona Coffee Kit,Beverages,Bangalore,134,130,147,0,0,Normal,11,0,2,2024,#dalgona #coffee #trending #diy #beverage #frothy,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,Protein Pancake Mix,Snacks,Bangalore,472,648,758,1,0,Normal,18,0,2,2024,#protein #pancake #fitness #breakfast #healthyeating #energyfood,2.6,Normal,Trend declining,Normal,1.3
2024-02-26,9,Hair Biotin Gummies,Personal Care,Bangalore,109,122,120,0,0,Normal,10,0,2,2024,#biotin #haircare #gummies #growth #supplement #hairgrowth,1.0,Normal,Normal,Normal,1.0
2024-02-26,9,TikTok Viral Gadget,Electronics,Bangalore,337,395,438,1,0,Normal,62,1,2,2024,#tiktok #viral #gadget #trending #tech #musthave,1.6,Normal,Normal,Normal,1.6
2024-02-26,9,Glow Serum (K-Beauty),Personal Care,Bangalore,199,202,216,1,0,Normal,90,0,2,2024,#kbeauty #glowserum #skincare #radiant #beautyroutine #glassskin,1.5,Normal,Normal,Normal,1.5
2024-02-26,9,Portable Blender Bottle,Kitchen,Bangalore,255,351,408,1,0,Normal,25,0,2,2024,#blenderbottle #portable #fitness #smoothies #kitchen #shakes,2.6,Normal,Trend declining,Normal,1.3
2024-02-26,9,Mini Air Fryer,Kitchen,Bangalore,104,107,113,0,0,Normal,47,0,2,2024,#airfryer #cooking #healthy #snacks #kitchenappliance #oilfree,1.4,Normal,Normal,Normal,1.4
2024-02-26,9,Anime Stationery Set,Accessories,Bangalore,79,76,86,0,0,Normal,30,0,2,2024,#anime #stationery #otaku #cute #writing #kawaii,1.0,Normal,Normal,Normal,1.0
2024-03-04,10,Mithai Gift Box (Diwali),Festive,Delhi,267,380,427,1,1,Normal,11,0,3,2024,#mithai #diwali #sweets #gifting #festivalvibes #celebration #tradition,2.18,Normal,Normal,Normal,1.3
2024-03-04,10,Rakhi Gift Hamper,Festive,Delhi,186,223,237,1,1,Normal,21,0,3,2024,#rakhi #giftbox #festival #siblings #love #tradition #celebration,1.68,Normal,Normal,Normal,1.0
2024-03-04,10,Holi Color Pack,Festive,Delhi,733,1030,1178,0,1,Normal,26,0,3,2024,#holi #colors #festivalofcolors #fun #celebration #spring #india,8.06,Festival day,Normal,Normal,1.0
2024-03-04,10,Eid Sweet Box,Festive,Delhi,157,190,206,0,1,Normal,13,0,3,2024,#eid #sweets #celebration #iftar #festival #ramadan #gift,1.68,Normal,Normal,Normal,1.0
2024-03-04,10,Christmas Cake,Festive,Delhi,143,173,180,0,1,Normal,18,0,3,2024,#christmas #cake #holidayseason #baking #gifts #winter #joy,1.68,Normal,Normal,Normal,1.0
2024-03-04,10,Navratri Fasting Food Pack,Festive,Delhi,127,141,164,0,1,Normal,36,0,3,2024,#navratri #fasting #indianfestivals #spiritual #food #cleanse #devotion,1.68,Normal,Normal,Normal,1.0
2024-03-04,10,Firecrackers Pack,Festive,Delhi,174,249,268,0,1,Normal,43,0,3,2024,#firecrackers #diwali #celebration #lights #sound #festival #tradition,2.35,Normal,Normal,Normal,1.4
2024-03-04,10,New Year Party Kit,Events,Delhi,175,206,220,1,1,Normal,17,0,3,2024,#newyear #party #celebration #2025 #cheers #countdown #midnight,1.68,Normal,Normal,Normal,1.0
2024-03-04,10,Valentine's Day Chocolates,Festive,Delhi,137,159,173,0,1,Normal,14,0,3,2024,#valentine #chocolates #gift #love #romance #hearts #sweet,1.68,Normal,Normal,Normal,1.0
2024-03-04,10,Ganesh Chaturthi Modak Box,Festive,Delhi,210,251,271,1,1,Normal,40,0,3,2024,#ganeshchaturthi #modak #sweets #devotion #celebration #traditional,1.68,Normal,Normal,Normal,1.0
2024-03-04,10,IPL Team Jersey,Sports,Delhi,260,309,341,1,1,Normal,38,0,3,2024,#ipl #jersey #cricket #teamspirit #matchday #sportswear #fans,1.68,Normal,Normal,Normal,1.0
2024-03-04,10,World Cup Cricket Kit,Sports,Delhi,178,217,233,0,1,Normal,33,0,3,2024,#worldcup #cricket #kit #sportsgear #tournament #fans #teamindia,1.68,Normal,Normal,Normal,1.0
2024-03-04,10,National Flag Pack,Events,Delhi,115,134,147,0,1,Normal,42,0,3,2024,#flag #independenceday #republicday #patriotism #india #nationalpride,1.68,Normal,Normal,Normal,1.0
2024-03-04,10,Match Day Snack Box,Events,Delhi,143,175,183,1,1,Normal,47,0,3,2024,#snacks #matchday #cricket #watchparty #yum #quickbites #sports,1.68,Normal,Normal,Normal,1.0
2024-03-04,10,Bluetooth Speaker,Electronics,Delhi,281,338,370,1,1,Normal,26,0,3,2024,#speaker #bluetooth #music #party #portable #sound #bass,1.68,Normal,Normal,Normal,1.0
2024-03-04,10,Gaming Headset,Electronics,Delhi,282,393,450,0,1,Normal,48,0,3,2024,#gaming #headset #esports #soundquality #gamerlife #mic #pcgaming,2.02,Normal,Normal,Normal,1.2
2024-03-04,10,Live Streaming Dongle,Electronics,Delhi,207,238,274,0,1,Normal,42,0,3,2024,#streaming #dongle #chromecast #tv #entertainment #wifi #online,1.68,Normal,Normal,Normal,1.0
2024-03-04,10,Instant Popcorn Tub,Snacks,Delhi,270,323,346,0,1,Normal,24,0,3,2024,#popcorn #instantfood #movie #snacktime #microwave #easyfood,1.68,Normal,Normal,Normal,1.0
2024-03-04,10,Limited Edition Movie Merchandise,Entertainment,Delhi,111,117,144,0,1,Normal,49,1,3,2024,#movie #merch #collectible #fan #limitededition #exclusive #fandom,1.68,Normal,Normal,Normal,1.0
2024-03-04,10,Celebrity-endorsed Fragrance,Personal Care,Delhi,148,177,191,0,1,Normal,12,1,3,2024,#fragrance #celebrity #perfume #style #luxury #scent #signature,1.68,Normal,Normal,Normal,1.0
2024-03-04,10,Sweater (Winterwear),Apparel,Delhi,289,396,469,0,1,Normal,43,0,3,2024,#sweater #winterwear #warm #cozy #style #fashion #coldweather,2.77,Normal,Normal,Normal,1.5
2024-03-04,10,Raincoat / Windcheater,Apparel,Delhi,200,232,257,0,1,Normal,29,0,3,2024,#raincoat #windcheater #monsoon #staydry #rainyseason #weatherproof,1.85,Normal,Normal,Normal,1.0
2024-03-04,10,Sunscreen SPF 50,Personal Care,Delhi,138,178,184,0,1,Normal,39,0,3,2024,#sunscreen #spf50 #summer #uvprotection #skincare #sunblock,1.85,Normal,Normal,Normal,1.0
